Computing Integrals
NVIDIA GeForce RTX 4060
Elapsed time:   11.07 Seconds

Number of basis functions                   (NBF)    = 718
Number of auxiliary basis functions         (NBFAUX) = 928
Inactive Doubly occupied orbitals up to     (NO1)    = 0
No. considered Strongly Doubly occupied MOs (NDOC)   = 54
No. considered Strongly Singly occupied MOs (NSOC)   = 0
NO. of Weakly occ. per St. Doubly occ.  MOs (NCWO)   = 1
Dimension of the Nat. Orb. subspace         (NBF5)   = 108
No. of electrons                                     = 108
    No. of alpha electrons                           = 54
    No. of beta electrons                            = 54
Multiplicity                                         = 1

Geometry
========
 N       0.0000000       0.0000000       4.0966500
 C       0.0000000       0.0000000       5.2389300
 H       0.0000000       0.0000000       6.3063400
 I       0.0000000       0.0000000       0.8379100
 C       0.0000000       0.0000000      -1.2574400
 C       0.0000000       1.2035100      -1.9485400
 C       0.0000000       1.1986200      -3.3357800
 C       0.0000000       0.0000000      -4.0323600
 C       0.0000000      -1.1986200      -3.3357800
 C       0.0000000      -1.2035100      -1.9485400
 H       0.0000000       2.1411600      -1.4086900
 H       0.0000000       2.1394500      -3.8714400
 H       0.0000000       0.0000000      -5.1147200
 H       0.0000000      -2.1394500      -3.8714400
 H       0.0000000      -2.1411600      -1.4086900

No violations of the orthonormality
No violations of the orthonormality
 
PNOF9/ADABelief Calculation
==================
 
  Nitext  Nit_orb  Time   Nit_occ  Time         Eelec          Etot           Ediff      maxdiff    MaxGrad_orb  Grad_occ
     1      10    2.4e+01   29    1.9e+01 -3464.12962307 -2762.92608587 -13463.12962307   0.013648   5.5e-02   3.4e-04 0.04
   107     510    8.7e+01    0    3.9e-02 -3466.21005404 -2765.00651684     0.00069791   0.001690   6.8e-03   2.6e-04 0.04
   108     520    9.1e+01    2    5.7e-02 -3466.20810938 -2765.00457219     0.00194465   0.002446   9.8e-03   1.2e-04 0.04
   109     520    8.6e+01    0    3.4e-02 -3466.20773847 -2765.00420127     0.00037092   0.001252   5.0e-03   1.6e-04 0.04
   110     530    8.9e+01    0    5.9e-02 -3466.20974914 -2765.00621194    -0.00201067   0.001635   6.5e-03   2.0e-04 0.04
   111     540    8.7e+01    0    4.5e-02 -3466.21063077 -2765.00709357    -0.00088164   0.002547   1.0e-02   2.3e-04 0.04
   112     550    9.9e+01    0    4.6e-02 -3466.21028769 -2765.00675049     0.00034308   0.001043   4.2e-03   2.2e-04 0.04
   113     560    9.0e+01    0    3.8e-02 -3466.20938073 -2765.00584354     0.00090696   0.001571   6.3e-03   2.4e-04 0.04
   114     570    1.0e+02    0    3.9e-02 -3466.21055290 -2765.00701571    -0.00117217   0.001739   7.0e-03   2.6e-04 0.04
   115     580    9.7e+01    1    5.1e-02 -3466.21063366 -2765.00709646    -0.00008075   0.001116   4.5e-03   2.3e-04 0.04
   116     580    1.0e+02    0    2.9e-02 -3466.20937416 -2765.00583696     0.00125950   0.001676   6.7e-03   2.0e-04 0.04
   117     590    1.0e+02    0    3.2e-02 -3466.20747361 -2765.00393641     0.00190055   0.001379   5.5e-03   2.2e-04 0.04
   118     600    1.0e+02    0    4.4e-02 -3466.21072451 -2765.00718732    -0.00325090   0.001100   4.4e-03   2.4e-04 0.04
   119     610    1.1e+02    0    3.9e-02 -3466.20902270 -2765.00548551     0.00170181   0.001418   5.7e-03   2.5e-04 0.04
   120     620    1.1e+02    2    5.8e-02 -3466.20951555 -2765.00597835    -0.00049284   0.002111   8.4e-03   1.1e-04 0.04
   121     620    1.3e+02    0    3.3e-02 -3466.21067156 -2765.00713436    -0.00115602   0.002173   8.7e-03   1.4e-04 0.04
   122     630    1.2e+02    0    3.5e-02 -3466.20870738 -2765.00517018     0.00196418   0.002149   8.6e-03   1.8e-04 0.04
   123     640    1.2e+02    0    4.0e-02 -3466.21062131 -2765.00708411    -0.00191393   0.001201   4.8e-03   2.1e-04 0.04
   124     650    1.4e+02    1    4.6e-02 -3466.20947193 -2765.00593473     0.00114938   0.001641   6.6e-03   1.9e-04 0.04
   125     650    1.4e+02    1    4.8e-02 -3466.20965472 -2765.00611753    -0.00018279   0.001443   5.8e-03   1.7e-04 0.04
   126     650    1.4e+02    0    3.3e-02 -3466.20962512 -2765.00608793     0.00002960   0.001697   6.8e-03   2.1e-04 0.04
   127     660    1.5e+02    1    4.7e-02 -3466.20885687 -2765.00531968     0.00076825   0.001537   6.1e-03   2.3e-04 0.04
   128     660    1.9e+02    0    3.2e-02 -3466.21108993 -2765.00755273    -0.00223305   0.001850   7.4e-03   2.0e-04 0.04
   129     670    1.4e+02    0    4.4e-02 -3466.20904972 -2765.00551253     0.00204020   0.001398   5.6e-03   2.4e-04 0.04
   130     680    1.6e+02    1    7.4e-02 -3466.20843074 -2765.00489354     0.00061899   0.002087   8.3e-03   2.2e-04 0.04
   131     680    1.6e+02    0    4.7e-02 -3466.20883856 -2765.00530137    -0.00040783   0.001514   6.1e-03   2.2e-04 0.04
   132     690    1.7e+02    0    4.4e-02 -3466.20913094 -2765.00559374    -0.00029237   0.001383   5.5e-03   2.4e-04 0.04
   133     700    1.8e+02    0    3.9e-02 -3466.20870596 -2765.00516876     0.00042498   0.001731   6.9e-03   2.4e-04 0.04
   134     710    1.8e+02    0    3.3e-02 -3466.21056080 -2765.00702360    -0.00185484   0.001203   4.8e-03   2.4e-04 0.04
   135     720    2.2e+02    1    4.4e-02 -3466.20997104 -2765.00643384     0.00058976   0.001287   5.1e-03   2.1e-04 0.04
   136     720    2.1e+02    0    3.9e-02 -3466.21043577 -2765.00689857    -0.00046474   0.001088   4.4e-03   2.6e-04 0.04
   137     730    2.1e+02    1    4.8e-02 -3466.21053851 -2765.00700131    -0.00010274   0.001823   7.3e-03   2.3e-04 0.04
   138     730    2.2e+02    0    5.0e-02 -3466.20913887 -2765.00560167     0.00139964   0.001601   6.4e-03   2.1e-04 0.04
   139     740    2.4e+02    0    4.9e-02 -3466.20985816 -2765.00632096    -0.00071930   0.001391   5.6e-03   2.6e-04 0.04
   140     750    2.5e+02    2    5.6e-02 -3466.20964158 -2765.00610438     0.00021659   0.002304   9.2e-03   1.3e-04 0.04
   141     750    2.6e+02    0    3.4e-02 -3466.20922862 -2765.00569142     0.00041296   0.001082   4.3e-03   2.0e-04 0.04
   142     760    2.4e+02    1    3.7e-02 -3466.20983569 -2765.00629849    -0.00060707   0.001693   6.8e-03   2.1e-04 0.04
   143     760    2.6e+02    0    3.4e-02 -3466.20907044 -2765.00553324     0.00076525   0.002125   8.5e-03   2.4e-04 0.04
   144     770    2.9e+02    2    5.9e-02 -3466.20942760 -2765.00589040    -0.00035716   0.001853   7.4e-03   1.2e-04 0.04
   145     770    3.8e+02    0    3.3e-02 -3466.20906206 -2765.00552487     0.00036554   0.000955   3.8e-03   1.4e-04 0.04
 
RESULTS OF THE OCCUPATION OPTIMIZATION
========================================
   1    1.9999982  -149.46867371
   2    1.9999919  -64.72624207
   3    1.9999916  -64.71916199
   4    1.9999931  -64.71401215
   5    1.9999395  -26.39071846
   6    1.9997257  -13.19287682
   7    1.9997534  -12.19815254
   8    1.9997497  -11.98813725
   9    1.9997328  -11.47306538
  10    1.9996310  -11.10674572
  11    1.9997075  -11.08511448
  12    1.9997041  -11.04972553
  13    1.9995259  -10.90575314
  14    1.9995436  -10.89767361
  15    1.9994922  -10.87058449
  16    1.9996535  -10.86796856
  17    1.9994461  -10.84598255
  18    1.9994485  -10.84488773
  19    1.9994263  -10.83334255
  20    1.9995955  -10.71473408
  21    1.9995261  -10.37486172
  22    1.9986088  -5.20514011
  23    1.9979595  -4.05446005
  24    1.9979643  -4.05372572
  25    1.9980088  -4.05349064
  26    1.9977837  -4.05249262
  27    1.9978486  -4.05128288
  28    1.9978861  -4.05115271
  29    1.9977468  -4.04771185
  30    1.9885126  -1.03493440
  31    1.9810119  -1.02199221
  32    1.9879896  -0.99300855
  33    1.9802378  -0.95747948
  34    1.9853422  -0.93536144
  35    1.9837531  -0.90546376
  36    1.9812651  -0.89314753
  37    1.9813076  -0.88837141
  38    1.9704843  -0.88169056
  39    1.9750195  -0.74195135
  40    1.9765983  -0.71223581
  41    1.9777049  -0.70107770
  42    1.9760047  -0.69698292
  43    1.9751546  -0.65746546
  44    1.9758741  -0.65120459
  45    1.9757604  -0.64440209
  46    1.9749366  -0.64110118
  47    1.9638829  -0.54496700
  48    1.9572918  -0.51679438
  49    1.9572869  -0.51679379
  50    1.9622476  -0.42506948
  51    1.9616593  -0.41730404
  52    1.9618944  -0.41582480
  53    1.9598976  -0.40388042
  54    1.9602459  -0.39820296
  55    0.0397541  -0.04059253
  56    0.0401024  -0.04819243
  57    0.0381056  -0.03665608
  58    0.0383407  -0.03701557
  59    0.0377524  -0.03692285
  60    0.0427131  -0.04357985
  61    0.0427082  -0.04357867
  62    0.0361171  -0.03998715
  63    0.0250634  -0.03170299
  64    0.0242396  -0.02577736
  65    0.0241259  -0.02572307
  66    0.0248454  -0.03192924
  67    0.0239953  -0.03139225
  68    0.0222951  -0.02486318
  69    0.0234017  -0.03064654
  70    0.0249805  -0.02989469
  71    0.0295157  -0.03763660
  72    0.0186924  -0.02311786
  73    0.0187349  -0.02325339
  74    0.0162469  -0.02513979
  75    0.0146578  -0.02306338
  76    0.0197622  -0.02891500
  77    0.0120104  -0.01588097
  78    0.0189881  -0.02852653
  79    0.0114874  -0.01962331
  80    0.0022532  -0.01301521
  81    0.0021139  -0.01242691
  82    0.0021514  -0.01258159
  83    0.0022163  -0.01278860
  84    0.0019912  -0.01187502
  85    0.0020357  -0.01205554
  86    0.0020405  -0.01207549
  87    0.0013912  -0.00779823
  88    0.0004739  -0.00503944
  89    0.0004045  -0.00379765
  90    0.0005737  -0.00890342
  91    0.0005515  -0.00835893
  92    0.0005539  -0.00885620
  93    0.0003465  -0.00327821
  94    0.0005078  -0.00820451
  95    0.0004564  -0.00772201
  96    0.0004741  -0.00790654
  97    0.0002959  -0.00304891
  98    0.0002925  -0.00307343
  99    0.0003690  -0.00665512
 100    0.0002672  -0.00297593
 101    0.0002503  -0.00298251
 102    0.0002466  -0.00294971
 103    0.0002743  -0.00566325
 104    0.0000605  -0.00159665
 105    0.0000069  -0.00060421
 106    0.0000084  -0.00068492
 107    0.0000081  -0.00067314
 108    0.0000018  -0.00035683
 
----------------
 Final Energies 
----------------
Final NOF Total Energy =   -2765.0055249
 
Total Orbital Internal Iterations = 51590
Total Occupation Internal Iterations = 125
 
Elapsed time: 10019.96 Seconds

---------------------------------
   Lowdin Population Analysis    
---------------------------------
 Idx  Atom   Population   Charge 
---------------------------------
  1     N     6.888       0.112
  2     C     5.951       0.049
  3     H     1.140      -0.140
  4     I    52.631       0.369
  5     C     6.382      -0.382
  6     C     5.963       0.037
  7     C     5.932       0.068
  8     C     5.925       0.075
  9     C     5.933       0.067
 10     C     5.963       0.037
 11     H     1.058      -0.058
 12     H     1.059      -0.059
 13     H     1.056      -0.056
 14     H     1.061      -0.061
 15     H     1.058      -0.058

---------------------------------
   M Diagnostic: 0.04
---------------------------------

