Computing Integrals
NVIDIA GeForce RTX 4060
Elapsed time:    5.95 Seconds

Number of basis functions                   (NBF)    = 574
Number of auxiliary basis functions         (NBFAUX) = 758
Inactive Doubly occupied orbitals up to     (NO1)    = 0
No. considered Strongly Doubly occupied MOs (NDOC)   = 47
No. considered Strongly Singly occupied MOs (NSOC)   = 0
NO. of Weakly occ. per St. Doubly occ.  MOs (NCWO)   = 1
Dimension of the Nat. Orb. subspace         (NBF5)   = 94
No. of electrons                                     = 94
    No. of alpha electrons                           = 47
    No. of beta electrons                            = 47
Multiplicity                                         = 1

Geometry
========
 I       0.0000000       0.0000000       1.5420400
 C       0.0000000       0.0000000      -0.5530000
 C       0.0000000       1.2055700      -1.2382000
 C       0.0000000       1.1991100      -2.6254200
 C       0.0000000       0.0000000      -3.3209700
 C       0.0000000      -1.1991100      -2.6254200
 C       0.0000000      -1.2055700      -1.2382000
 H       0.0000000       2.1423800      -0.6975500
 H       0.0000000       2.1396800      -3.1612300
 H       0.0000000       0.0000000      -4.4032000
 H       0.0000000      -2.1396800      -3.1612300
 H       0.0000000      -2.1423800      -0.6975500

No violations of the orthonormality
No violations of the orthonormality
 
PNOF9/ADABelief Calculation
==================
 
  Nitext  Nit_orb  Time   Nit_occ  Time         Eelec          Etot           Ediff      maxdiff    MaxGrad_orb  Grad_occ
     1      10    2.3e+01   43    1.9e+01 -3201.63446105 -2669.20083582 -13200.63446105   0.003066   1.2e-02   2.6e-04 0.04
    26     270    2.3e+01    0    4.5e-02 -3203.54053328 -2671.10690804     0.00132008   0.003113   1.2e-02   2.1e-04 0.04
    27     280    2.3e+01    0    2.4e-02 -3203.53986362 -2671.10623838     0.00066966   0.001768   7.1e-03   1.9e-04 0.04
    28     290    2.3e+01    0    2.4e-02 -3203.54036321 -2671.10673797    -0.00049959   0.001939   7.8e-03   2.0e-04 0.04
    29     300    2.4e+01    0    5.4e-02 -3203.54164128 -2671.10801605    -0.00127808   0.001355   5.4e-03   2.1e-04 0.04
    30     310    2.6e+01    0    4.7e-02 -3203.54070633 -2671.10708109     0.00093495   0.001606   6.4e-03   2.0e-04 0.04
    31     320    2.7e+01    0    3.5e-02 -3203.54175171 -2671.10812647    -0.00104538   0.002445   9.8e-03   2.1e-04 0.04
    32     330    2.9e+01    0    2.8e-02 -3203.54096098 -2671.10733574     0.00079073   0.001556   6.2e-03   2.1e-04 0.04
    33     340    3.4e+01    0    2.9e-02 -3203.54095216 -2671.10732693     0.00000881   0.001283   5.1e-03   2.0e-04 0.04
    34     350    2.8e+01    0    3.4e-02 -3203.54130085 -2671.10767561    -0.00034869   0.001616   6.5e-03   2.1e-04 0.04
    35     360    2.8e+01    0    3.1e-02 -3203.54012787 -2671.10650263     0.00117298   0.002047   8.2e-03   2.1e-04 0.04
    36     370    3.0e+01    0    3.2e-02 -3203.54129753 -2671.10767229    -0.00116966   0.001652   6.6e-03   2.0e-04 0.04
    37     380    3.2e+01    0    2.6e-02 -3203.54064326 -2671.10701802     0.00065427   0.001761   7.0e-03   2.1e-04 0.04
    38     390    3.4e+01    0    1.2e-01 -3203.54135761 -2671.10773238    -0.00071435   0.001452   5.8e-03   2.1e-04 0.04
    39     400    3.2e+01    0    2.0e-02 -3203.54018189 -2671.10655666     0.00117572   0.002015   8.1e-03   2.2e-04 0.04
    40     410    3.3e+01    0    2.3e-02 -3203.53921352 -2671.10558828     0.00096837   0.002746   1.1e-02   2.2e-04 0.04
    41     420    3.5e+01    0    2.3e-02 -3203.54156900 -2671.10794376    -0.00235548   0.001612   6.4e-03   2.2e-04 0.04
    42     430    3.5e+01    0    2.7e-02 -3203.54174739 -2671.10812215    -0.00017839   0.002201   8.8e-03   2.1e-04 0.04
    43     440    4.6e+01    0    3.0e-02 -3203.54000789 -2671.10638265     0.00173950   0.002427   9.7e-03   2.1e-04 0.04
    44     450    4.0e+01    0    3.1e-02 -3203.53966094 -2671.10603570     0.00034695   0.002185   8.7e-03   2.0e-04 0.04
    45     460    4.0e+01    0    3.2e-02 -3203.54131639 -2671.10769116    -0.00165545   0.001935   7.7e-03   2.1e-04 0.04
    46     470    4.3e+01    0    1.0e-01 -3203.54042664 -2671.10680140     0.00088976   0.001510   6.0e-03   2.1e-04 0.04
    47     480    4.6e+01    0    2.6e-02 -3203.53993298 -2671.10630774     0.00049366   0.002239   9.0e-03   2.1e-04 0.04
    48     490    4.8e+01    0    3.3e-02 -3203.54105719 -2671.10743195    -0.00112421   0.001851   7.4e-03   2.1e-04 0.04
    49     500    4.7e+01    0    3.5e-02 -3203.54115544 -2671.10753021    -0.00009825   0.001251   5.0e-03   2.0e-04 0.04
    50     510    4.6e+01    0    2.7e-02 -3203.54005245 -2671.10642721     0.00110300   0.002169   8.7e-03   2.1e-04 0.04
    51     520    4.4e+01    0    3.9e-02 -3203.53924322 -2671.10561798     0.00080923   0.002661   1.1e-02   2.1e-04 0.04
    52     530    4.0e+01    0    3.5e-02 -3203.53998130 -2671.10635606    -0.00073808   0.001874   7.5e-03   2.2e-04 0.04
    53     540    4.4e+01    0    2.3e-02 -3203.54146546 -2671.10784023    -0.00148416   0.001662   6.6e-03   2.2e-04 0.04
    54     550    4.2e+01    0    2.7e-02 -3203.54138321 -2671.10775797     0.00008225   0.002141   8.6e-03   2.1e-04 0.04
    55     560    4.1e+01    0    2.3e-02 -3203.54170138 -2671.10807615    -0.00031817   0.001430   5.7e-03   2.1e-04 0.04
    56     570    4.3e+01    0    4.0e-02 -3203.54000159 -2671.10637635     0.00169979   0.002563   1.0e-02   2.1e-04 0.04
    57     580    4.6e+01    0    2.3e-02 -3203.54170368 -2671.10807844    -0.00170209   0.001824   7.3e-03   2.1e-04 0.04
    58     590    4.8e+01    0    1.9e-02 -3203.54141761 -2671.10779238     0.00028607   0.001903   7.6e-03   2.2e-04 0.04
    59     600    4.7e+01    0    2.7e-02 -3203.54073262 -2671.10710738     0.00068499   0.001658   6.6e-03   2.2e-04 0.04
    60     610    4.5e+01    0    3.2e-02 -3203.54015021 -2671.10652497     0.00058241   0.003331   1.3e-02   2.2e-04 0.04
    61     620    5.2e+01    0    2.5e-02 -3203.54113912 -2671.10751388    -0.00098891   0.002040   8.2e-03   2.2e-04 0.04
    62     630    5.3e+01    0    4.4e-02 -3203.54045563 -2671.10683039     0.00068349   0.002132   8.5e-03   2.2e-04 0.04
    63     640    5.4e+01    0    3.2e-02 -3203.54151201 -2671.10788678    -0.00105639   0.002345   9.4e-03   2.2e-04 0.04
    64     650    5.2e+01    0    2.0e-02 -3203.54000052 -2671.10637528     0.00151149   0.001423   5.7e-03   2.4e-04 0.04
    65     660    5.6e+01    0    2.4e-02 -3203.54037206 -2671.10674683    -0.00037154   0.002525   1.0e-02   2.2e-04 0.04
    66     670    5.7e+01    0    2.7e-02 -3203.54022900 -2671.10660376     0.00014307   0.001491   6.0e-03   2.1e-04 0.04
    67     680    6.1e+01    0    4.0e-02 -3203.54391301 -2671.11028777    -0.00368401   0.002296   9.2e-03   2.2e-04 0.04
    68     690    5.9e+01    0    3.1e-02 -3203.54069919 -2671.10707395     0.00321381   0.001870   7.5e-03   2.1e-04 0.04
    69     710    5.8e+01    0    3.1e-02 -3203.54188243 -2671.10825720    -0.00118324   0.001681   6.7e-03   2.2e-04 0.04
    70     720    5.7e+01    0    1.7e-02 -3203.54061025 -2671.10698501     0.00127218   0.001425   5.7e-03   2.2e-04 0.04
    71     730    6.2e+01    0    2.6e-02 -3203.54058719 -2671.10696196     0.00002306   0.001491   6.0e-03   2.2e-04 0.04
    72     740    6.0e+01    0    3.0e-02 -3203.54032581 -2671.10670057     0.00026139   0.001294   5.2e-03   2.3e-04 0.04
    73     750    7.0e+01    0    2.6e-02 -3203.54082572 -2671.10720049    -0.00049992   0.001664   6.7e-03   2.3e-04 0.04
    74     760    7.4e+01    0    2.5e-02 -3203.54092402 -2671.10729878    -0.00009829   0.001093   4.4e-03   2.2e-04 0.04
    75     770    7.0e+01    0    2.7e-02 -3203.53935972 -2671.10573448     0.00156430   0.001036   4.1e-03   2.1e-04 0.04
    76     780    7.6e+01    0    2.2e-02 -3203.54063608 -2671.10701084    -0.00127637   0.001398   5.6e-03   2.2e-04 0.04
    77     790    6.1e+01    0    2.3e-02 -3203.54032936 -2671.10670413     0.00030672   0.001050   4.2e-03   2.2e-04 0.04
    78     800    7.0e+01    0    3.4e-02 -3203.54007310 -2671.10644787     0.00025626   0.002038   8.2e-03   2.4e-04 0.04
    79     810    7.2e+01    0    3.1e-02 -3203.54224023 -2671.10861499    -0.00216712   0.001670   6.7e-03   2.4e-04 0.04
    80     820    7.4e+01    0    2.3e-02 -3203.54073266 -2671.10710742     0.00150757   0.001858   7.4e-03   2.4e-04 0.04
    81     830    7.4e+01    0    3.1e-02 -3203.54099830 -2671.10737307    -0.00026565   0.002042   8.2e-03   2.3e-04 0.04
    82     840    7.4e+01    0    3.3e-02 -3203.54059349 -2671.10696826     0.00040481   0.001416   5.7e-03   2.4e-04 0.04
    83     850    8.2e+01    0    3.3e-02 -3203.54080083 -2671.10717559    -0.00020733   0.001691   6.8e-03   2.3e-04 0.04
    84     860    8.5e+01    0    2.9e-02 -3203.54027107 -2671.10664583     0.00052976   0.001234   4.9e-03   2.4e-04 0.04
    85     870    8.4e+01    0    2.9e-02 -3203.53999965 -2671.10637441     0.00027142   0.001667   6.7e-03   2.4e-04 0.04
    86     880    7.7e+01    0    2.5e-02 -3203.54014427 -2671.10651903    -0.00014462   0.002295   9.2e-03   2.4e-04 0.04
    87     890    7.6e+01    0    2.3e-02 -3203.54008646 -2671.10646123     0.00005781   0.001563   6.3e-03   2.4e-04 0.04
    88     900    8.1e+01    0    3.7e-02 -3203.54036542 -2671.10674019    -0.00027896   0.001543   6.2e-03   2.4e-04 0.04
    89     910    9.2e+01    0    2.2e-02 -3203.54215236 -2671.10852713    -0.00178694   0.001694   6.8e-03   2.4e-04 0.04
    90     920    7.8e+01    0    3.2e-02 -3203.54062850 -2671.10700327     0.00152386   0.002376   9.5e-03   2.5e-04 0.04
    91     930    8.3e+01    0    2.6e-02 -3203.54156895 -2671.10794371    -0.00094044   0.001281   5.1e-03   2.4e-04 0.04
    92     940    1.0e+02    0    3.3e-02 -3203.53992870 -2671.10630346     0.00164025   0.001707   6.8e-03   2.4e-04 0.04
    93     950    9.1e+01    0    3.5e-02 -3203.53939039 -2671.10576515     0.00053831   0.001388   5.6e-03   2.3e-04 0.04
    94     960    9.6e+01    0    3.5e-02 -3203.54011294 -2671.10648770    -0.00072255   0.002451   9.8e-03   2.4e-04 0.04
    95     970    1.0e+02    0    3.5e-02 -3203.54066979 -2671.10704455    -0.00055685   0.001283   5.1e-03   2.5e-04 0.04
    96     980    1.0e+02    3    5.6e-02 -3203.54188556 -2671.10826033    -0.00121577   0.001393   5.6e-03   2.1e-04 0.04
    97     980    9.9e+01    0    9.7e-02 -3203.54101442 -2671.10738918     0.00087114   0.001339   5.4e-03   2.0e-04 0.04
    98     990    1.0e+02    0    2.6e-02 -3203.54087641 -2671.10725118     0.00013801   0.002291   9.2e-03   1.9e-04 0.04
    99    1000    1.1e+02    0    2.2e-02 -3203.53987260 -2671.10624737     0.00100381   0.001874   7.5e-03   1.9e-04 0.04
   100    1010    1.1e+02    0    2.7e-02 -3203.54043776 -2671.10681253    -0.00056516   0.001352   5.4e-03   1.9e-04 0.04
   101    1020    1.0e+02    0    4.4e-02 -3203.54049063 -2671.10686539    -0.00005286   0.002640   1.1e-02   1.9e-04 0.04
   102    1030    1.1e+02    0    3.6e-02 -3203.54081239 -2671.10718715    -0.00032177   0.002471   9.9e-03   1.9e-04 0.04
   103    1040    1.1e+02    0    2.7e-02 -3203.54150250 -2671.10787726    -0.00069011   0.001227   4.9e-03   1.9e-04 0.04
   104    1050    1.3e+02    0    2.4e-02 -3203.54041313 -2671.10678789     0.00108937   0.001614   6.5e-03   1.9e-04 0.04
   105    1060    1.0e+02    0    3.0e-02 -3203.54095089 -2671.10732565    -0.00053776   0.001332   5.3e-03   1.9e-04 0.04
   106    1070    1.1e+02    0    3.2e-02 -3203.54123503 -2671.10760979    -0.00028414   0.001345   5.4e-03   1.9e-04 0.04
   107    1080    1.2e+02    0    3.6e-02 -3203.54040433 -2671.10677909     0.00083070   0.001604   6.4e-03   1.9e-04 0.04
   108    1090    1.3e+02    0    2.5e-02 -3203.54027733 -2671.10665210     0.00012700   0.001384   5.5e-03   1.9e-04 0.04
   109    1100    1.3e+02    0    2.2e-02 -3203.54176969 -2671.10814445    -0.00149236   0.002104   8.4e-03   1.9e-04 0.04
   110    1110    1.4e+02    0    2.5e-02 -3203.54106779 -2671.10744256     0.00070190   0.002463   9.9e-03   1.9e-04 0.04
   111    1120    1.3e+02    0    2.7e-02 -3203.54185622 -2671.10823099    -0.00078843   0.001585   6.3e-03   1.9e-04 0.04
   112    1130    1.5e+02    0    2.1e-02 -3203.54194544 -2671.10832020    -0.00008921   0.002203   8.8e-03   1.9e-04 0.04
   113    1140    1.5e+02    0    2.5e-02 -3203.54043020 -2671.10680497     0.00151523   0.001276   5.1e-03   1.9e-04 0.04
   114    1150    1.5e+02    0    4.2e-02 -3203.54185319 -2671.10822795    -0.00142298   0.004267   1.7e-02   1.8e-04 0.04
   115    1160    1.6e+02    0    3.3e-02 -3203.54127489 -2671.10764965     0.00057830   0.001718   6.9e-03   1.9e-04 0.04
   116    1170    2.1e+02    0    2.3e-02 -3203.54185961 -2671.10823437    -0.00058472   0.001201   4.8e-03   1.9e-04 0.04
   117    1180    2.0e+02    0    2.6e-02 -3203.54205382 -2671.10842859    -0.00019421   0.001358   5.4e-03   1.9e-04 0.04
   118    1190    2.1e+02    0    2.6e-02 -3203.54099609 -2671.10737085     0.00105774   0.001322   5.3e-03   1.9e-04 0.04
   119    1200    2.7e+02    0    4.9e-02 -3203.54162514 -2671.10799990    -0.00062905   0.001664   6.7e-03   1.8e-04 0.04
   120    1210    2.4e+02    0    5.6e-02 -3203.54106090 -2671.10743566     0.00056424   0.001994   8.0e-03   1.8e-04 0.04
   121    1220    2.6e+02    0    2.7e-02 -3203.53997703 -2671.10635180     0.00108386   0.001447   5.8e-03   1.7e-04 0.04
   122    1230    2.6e+02    0    2.5e-02 -3203.54150736 -2671.10788212    -0.00153033   0.001494   6.0e-03   1.8e-04 0.04
   123    1240    2.4e+02    0    3.4e-02 -3203.54086061 -2671.10723538     0.00064675   0.001180   4.7e-03   1.8e-04 0.04
   124    1250    2.8e+02    0    5.9e-02 -3203.54159444 -2671.10796920    -0.00073382   0.002056   8.2e-03   1.9e-04 0.04
   125    1260    2.7e+02    0    3.7e-02 -3203.54020940 -2671.10658416     0.00138504   0.001959   7.8e-03   1.9e-04 0.04
   126    1270    3.0e+02    0    3.4e-02 -3203.53978572 -2671.10616048     0.00042368   0.001473   5.9e-03   1.9e-04 0.04
   127    1280    3.0e+02    0    3.0e-02 -3203.54102595 -2671.10740071    -0.00124022   0.001426   5.7e-03   1.9e-04 0.04
   128    1290    3.5e+02    0    2.7e-02 -3203.54109017 -2671.10746493    -0.00006422   0.001330   5.3e-03   1.8e-04 0.04
   129    1300    3.6e+02    0    7.1e-02 -3203.54195697 -2671.10833173    -0.00086680   0.002673   1.1e-02   1.9e-04 0.04
   130    1310    4.6e+02    0    2.2e-02 -3203.54076729 -2671.10714205     0.00118968   0.001480   5.9e-03   1.9e-04 0.04
   131    1320    9.5e+02    0    2.7e-02 -3203.54057399 -2671.10694876     0.00019329   0.001417   5.7e-03   1.9e-04 0.04
   132    1330    9.4e+02    0    5.1e-02 -3203.54097339 -2671.10734815    -0.00039939   0.000997   4.0e-03   1.8e-04 0.04
 
RESULTS OF THE OCCUPATION OPTIMIZATION
========================================
   1    1.9999986  -149.17401123
   2    1.9999922  -64.82302856
   3    1.9999928  -64.78126526
   4    1.9999927  -64.77123260
   5    1.9999506  -26.33479118
   6    1.9997307  -11.14388371
   7    1.9997301  -11.08874989
   8    1.9996727  -11.05066395
   9    1.9997126  -11.04464626
  10    1.9997120  -11.03890038
  11    1.9997090  -11.03410339
  12    1.9996728  -11.01309204
  13    1.9994471  -10.85843945
  14    1.9994876  -10.83489895
  15    1.9995671  -10.81122971
  16    1.9994762  -10.80296135
  17    1.9995583  -10.80277252
  18    1.9994241  -10.78643799
  19    1.9995577  -10.23331451
  20    1.9985779  -5.20594406
  21    1.9979605  -4.07953024
  22    1.9979638  -4.07944107
  23    1.9980946  -4.07586956
  24    1.9978318  -4.07572699
  25    1.9981022  -4.07413626
  26    1.9978594  -4.07331467
  27    1.9977260  -4.07191086
  28    1.9812796  -1.04437494
  29    1.9882865  -0.97557092
  30    1.9853330  -0.93637329
  31    1.9817802  -0.91752291
  32    1.9815220  -0.90729493
  33    1.9698475  -0.90034580
  34    1.9811497  -0.89278281
  35    1.9776514  -0.80586618
  36    1.9757623  -0.68800789
  37    1.9757351  -0.68738854
  38    1.9765511  -0.67482555
  39    1.9753059  -0.66916454
  40    1.9752735  -0.66149932
  41    1.9758335  -0.65472221
  42    1.9665848  -0.61604643
  43    1.9609491  -0.46640944
  44    1.9621029  -0.43299824
  45    1.9614441  -0.42379037
  46    1.9616381  -0.42142105
  47    1.9595758  -0.32986459
  48    0.0404242  -0.04060165
  49    0.0383619  -0.03690586
  50    0.0385559  -0.03723579
  51    0.0378971  -0.03775570
  52    0.0390509  -0.04834041
  53    0.0334152  -0.03764464
  54    0.0241665  -0.02578150
  55    0.0247265  -0.03150318
  56    0.0246941  -0.03187674
  57    0.0234489  -0.02548019
  58    0.0242649  -0.03129774
  59    0.0242377  -0.03171428
  60    0.0223486  -0.03050156
  61    0.0188503  -0.02344297
  62    0.0301525  -0.04003496
  63    0.0184780  -0.02324410
  64    0.0182198  -0.02305910
  65    0.0146670  -0.02343638
  66    0.0117135  -0.01769294
  67    0.0187204  -0.02828846
  68    0.0022740  -0.01308276
  69    0.0021406  -0.01250592
  70    0.0018978  -0.01080389
  71    0.0021682  -0.01265454
  72    0.0019054  -0.01081209
  73    0.0020362  -0.01205598
  74    0.0020395  -0.01206645
  75    0.0014221  -0.00756196
  76    0.0004423  -0.00426885
  77    0.0005759  -0.00871845
  78    0.0004417  -0.00711219
  79    0.0005238  -0.00815179
  80    0.0004329  -0.00699322
  81    0.0005124  -0.00802308
  82    0.0005529  -0.00879475
  83    0.0003272  -0.00369439
  84    0.0002910  -0.00319197
  85    0.0002880  -0.00305954
  86    0.0002874  -0.00307391
  87    0.0003273  -0.00367013
  88    0.0002699  -0.00290488
  89    0.0002693  -0.00318234
  90    0.0000494  -0.00125825
  91    0.0000073  -0.00061784
  92    0.0000072  -0.00061336
  93    0.0000078  -0.00063857
  94    0.0000014  -0.00031486
 
----------------
 Final Energies 
----------------
Final NOF Total Energy =   -2671.1073482
 
Total Orbital Internal Iterations = 89470
Total Occupation Internal Iterations = 50
 
Elapsed time: 12728.16 Seconds

---------------------------------
   Lowdin Population Analysis    
---------------------------------
 Idx  Atom   Population   Charge 
---------------------------------
  1     I    52.612       0.388
  2     C     6.389      -0.389
  3     C     5.960       0.040
  4     C     5.931       0.069
  5     C     5.924       0.076
  6     C     5.930       0.070
  7     C     5.967       0.033
  8     H     1.054      -0.054
  9     H     1.058      -0.058
 10     H     1.057      -0.057
 11     H     1.060      -0.060
 12     H     1.057      -0.057

---------------------------------
   M Diagnostic: 0.04
---------------------------------

